"lastname","firstname","articleNum","birthDate","birthMonth","birthDay","zodiac"
"Schmemann","Serge",1,"1945-04-12","4","12","Aries"
"Schmidt","Eric E",23,"1955-04-27","4","27","Taurus"
"Schnabel","Julian",13,"1951-10-26","10","26","Scorpio"
"Schneerson","Menachem Mendel",3,"1902-04-05","4","5","Aries"
"Schnittke","Alfred",3,"1934-11-24","11","24","Sagittarius"
"Schnitzler","Arthur",2,"1862-05-15","5","15","Taurus"
"Schnyder","Patty",2,"1978-12-14","12","14","Sagittarius"
"Schoenberg","Arnold",11,"1874-09-13","9","13","Virgo"
"Schoenfeld","Gerald",11,"1924-09-22","9","22","Virgo"
"Schott","Marge",1,"1928-08-18","8","18","Leo"
"Schottenheimer","Marty",5,"1943-09-23","9","23","Virgo"
"Schrader","Paul",6,"1946-07-22","7","22","Cancer"
"Schrager","Ian",11,"1946-07-19","7","19","Cancer"
"Schreiber","Liev",23,"1967-10-04","10","4","Libra"
"Schrempp","Jurgen E",0,"1944-09-15","9","15","Virgo"
"Schubert","Franz",9,"1797-01-31","1","31","Aquarius"
"Schulberg","Budd",6,"1914-03-27","3","27","Aries"
"Schulz","Bruno",3,"1892-07-12","7","12","Cancer"
"Schulz","Charles M",9,"NA","NA","NA","NA"
"Schulz","William F",0,"NA","NA","NA","NA"
"Schumacher","Joel",4,"NA","NA","NA","NA"
"Schumacher","Michael",23,"NA","NA","NA","NA"
"Schumann","Robert",8,"NA","NA","NA","NA"
"Schumer","Charles E",202,"NA","NA","NA","NA"
"Schundler","Bret D",10,"NA","NA","NA","NA"
"Schwab","Charles R",8,"NA","NA","NA","NA"
"Schwartz","John Burnham",2,"1965-01-01","1","1","Capricorn"
"Schwarz","Alan",12,"1968-07-03","7","3","Cancer"
"Schwarz","Frederick A O Jr",1,"1836-10-18","10","18","Libra"
"Schwarz","Gerard",2,"1947-08-19","8","19","Leo"
"Schwarzenegger","Arnold",287,"1947-07-30","7","30","Leo"
"Schwarzman","Stephen A",22,"1947-02-14","2","14","Aquarius"
"Schwerner","Michael",6,"1939-11-06","11","6","Scorpio"
"Sciolino","Elaine",0,"NA","NA","NA","NA"
"Scoppetta","Nicholas",10,"1932-01-01","1","1","Capricorn"
"Scorsese","Martin",41,"1942-11-17","11","17","Scorpio"
"Scott","A O",6,"1966-07-10","7","10","Cancer"
"Scott","Campbell",8,"1961-07-19","7","19","Cancer"
"Scott","George C",0,"1927-10-18","10","18","Libra"
"Scott","Richard L",2,"1952-12-01","12","1","Sagittarius"
"Scott","Ridley",21,"1937-11-30","11","30","Sagittarius"
"Scott","Tony",8,"1944-06-21","6","21","Gemini"
"Scowcroft","Brent",15,"1925-03-19","3","19","Pisces"
"Scrushy","Richard M",72,"1952-01-01","1","1","Capricorn"
"Seagal","Steven",2,"1952-04-10","4","10","Aries"
"Seaver","Tom",8,"1944-11-17","11","17","Scorpio"
"Sebelius","Kathleen",21,"1948-05-15","5","15","Taurus"
"Seda","Heriberto",0,"1967-07-31","7","31","Leo"
"Sedaris","David",8,"1956-12-26","12","26","Capricorn"
"Seeger","Pete",19,"1919-05-03","5","3","Taurus"
"Segarra","Ninfa",0,"NA","NA","NA","NA"
"Sehorn","Jason",1,"1971-04-15","4","15","Aries"
"Seidenberg","Ivan G",1,"1946-12-10","12","10","Sagittarius"
"Seikaly","Rony",0,"1965-05-10","5","10","Taurus"
"Seinfeld","Jerry",26,"1954-04-29","4","29","Taurus"
"Seldes","Marian",8,"1928-08-23","8","23","Virgo"
"Seles","Monica",3,"1973-12-02","12","2","Sagittarius"
"Selig","Bud",165,"1934-07-30","7","30","Leo"
"Sellars","Peter",19,"1957-09-27","9","27","Libra"
"Selleck","Tom",1,"1945-01-29","1","29","Aquarius"
"Sen","Amartya",4,"1933-11-03","11","3","Scorpio"
"Sendak","Maurice",14,"1928-06-10","6","10","Gemini"
"Serkin","Peter",13,"1947-07-24","7","24","Leo"
"Serra","Richard",21,"1939-11-02","11","2","Scorpio"
"Seurat","Georges",3,"NA","NA","NA","NA"
"Sexton","Joe",1,"NA","NA","NA","NA"
"Sezer","Ahmet Necdet",2,"NA","NA","NA","NA"
"Shabazz","Betty",0,"NA","NA","NA","NA"
"Shabazz","Malcolm",0,"NA","NA","NA","NA"
"Shackleton","Ernest",4,"NA","NA","NA","NA"
"Shafran","Avi",1,"NA","NA","NA","NA"
"Shah","Wali Khan Amin",0,"NA","NA","NA","NA"
"Shaham","Gil",12,"1971-02-19","2","19","Pisces"
"Shaheen","Jeanne",4,"1947-01-28","1","28","Aquarius"
"Shakespeare","William",178,"1564-01-01","1","1","Capricorn"
"Shakur","Tupac",11,"1971-06-16","6","16","Gemini"
"Shalala","Donna E",2,"1941-02-14","2","14","Aquarius"
"Shalikashvili","John M",1,"1936-06-27","6","27","Cancer"
"Shalit","Gilad",18,"1986-08-28","8","28","Virgo"
"Shanahan","Mike",4,"1952-08-24","8","24","Virgo"
"Shandling","Garry",8,"1949-11-29","11","29","Sagittarius"
"Shankar","Ravi",4,"1990-10-24","10","24","Scorpio"
"Shanker","Albert",0,"1928-09-14","9","14","Virgo"
"Shanley","John Patrick",22,"1950-10-03","10","3","Libra"
"Shanley","Paul R",8,"1931-01-25","1","25","Aquarius"
"Sharansky","Natan",7,"1948-01-20","1","20","Capricorn"
"Sharapova","Maria",96,"1987-04-19","4","19","Aries"
"Shargel","Gerald L",3,"1944-10-05","10","5","Libra"
"Sharif","Nawaz",74,"1949-12-25","12","25","Capricorn"
"Sharkey","Joe",8,"NA","NA","NA","NA"
"Sharon","Ariel",189,"1928-02-26","2","26","Pisces"
"Sharpton","Al",80,"NA","NA","NA","NA"
"Shatner","William",15,"1931-03-22","3","22","Aries"
"Shaw","George Bernard",25,"1856-07-26","7","26","Leo"
"Shawn","Wallace",10,"1943-11-12","11","12","Scorpio"
"Shear","Claudia",1,"1962-01-01","1","1","Capricorn"
"Shearer","Harry",9,"1943-12-23","12","23","Capricorn"
"Sheen","Martin",6,"1940-08-03","8","3","Leo"
"Sheffield","Gary",96,"1968-11-18","11","18","Scorpio"
"Sheikh","Ahmed Omar",2,"1973-12-23","12","23","Capricorn"
"Shelby","Richard C",18,"1934-05-06","5","6","Taurus"
"Sheng","Bright",5,"1955-12-06","12","6","Sagittarius"
"Shepard","Matthew",11,"1976-12-01","12","1","Sagittarius"
"Shepard","Sam",32,"1979-01-16","1","16","Capricorn"
"Sheppard","Sam",0,"NA","NA","NA","NA"
"Sher","Bartlett",19,"1959-01-01","1","1","Capricorn"
"Sherman","Cindy",12,"1954-01-19","1","19","Capricorn"
"Sherr","Lynn",1,"1942-03-04","3","4","Pisces"
"Shevardnadze","Eduard A",0,"1928-01-25","1","25","Aquarius"
"Shields","Brooke",8,"1965-05-31","5","31","Gemini"
"Shields","Carol",1,"1935-06-02","6","2","Gemini"
"Shiller","Robert J",7,"1946-03-29","3","29","Aries"
"Shinjo","Tsuyoshi",0,"1972-01-28","1","28","Aquarius"
"Shinseki","Eric K",10,"1942-11-28","11","28","Sagittarius"
"Shockey","Jeremy",48,"1980-08-18","8","18","Leo"
"Short","Bobby",11,"1924-09-15","9","15","Virgo"
"Short","Martin",4,"1950-03-26","3","26","Aries"
"Shorter","Wayne",7,"1933-08-25","8","25","Virgo"
"Shortz","Will",4,"1952-08-26","8","26","Virgo"
"Shostakovich","Dmitri",35,"1906-09-25","9","25","Libra"
"Showalter","Buck",2,"1956-05-23","5","23","Gemini"
"Shreve","Anita",3,"1946-01-01","1","1","Capricorn"
"Shriver","Maria",10,"1955-11-06","11","6","Scorpio"
"Shula","Don",3,"1930-01-04","1","4","Capricorn"
"Shulman","Claire",1,"1926-02-23","2","23","Pisces"
"Shultz","George P",1,"1920-12-13","12","13","Sagittarius"
"Shuster","Bud",0,"1932-01-23","1","23","Aquarius"
"Shyamalan","M Night",9,"1970-08-06","8","6","Leo"
"Sibelius","Jean",3,"1865-12-08","12","8","Sagittarius"
"Sidgmore","John W",0,"NA","NA","NA","NA"
"Siegel","Norman",23,"1943-01-01","1","1","Capricorn"
"Siegelman","Donald E",18,"1946-02-24","2","24","Pisces"
"Sierra","Ruben",3,"1965-10-06","10","6","Libra"
"Sihanouk","Norodom",5,"1922-10-31","10","31","Scorpio"
"Sikharulidze","Anton",0,"1976-10-25","10","25","Scorpio"
"Silber","John R",1,"1926-08-15","8","15","Leo"
"Silberman","Laurence H",1,"1935-10-12","10","12","Libra"
"Sills","Beverly",14,"1929-05-25","5","25","Gemini"
"Silver","Nicky",3,"NA","NA","NA","NA"
"Silver","Ron",4,"1946-07-02","7","2","Cancer"
"Silver","Sheldon",182,"1944-02-13","2","13","Aquarius"
"Silverman","Sarah",26,"1970-12-01","12","1","Sagittarius"
"Silverstein","Larry A",79,"1931-05-30","5","30","Gemini"
"Simic","Charles",5,"1938-05-09","5","9","Taurus"
"Simitis","Costas",0,"1936-06-23","6","23","Cancer"
"Simmons","Harold C",1,"1931-05-13","5","13","Taurus"
"Simmons","Russell",18,"1957-10-04","10","4","Libra"
"Simms","Phil",5,"1954-11-03","11","3","Scorpio"
"Simon","Carly",7,"1945-06-25","6","25","Cancer"
"Simon","Neil",22,"1927-07-04","7","4","Cancer"
"Simon","Paul",16,"1941-10-13","10","13","Libra"
"Simons","Marlise",0,"NA","NA","NA","NA"
"Simons","Raf",22,"1968-01-12","1","12","Capricorn"
"Simpson","Alan K",1,"1931-09-02","9","2","Virgo"
"Simpson","Jessica",14,"1980-07-10","7","10","Cancer"
"Simpson","Jim",8,"NA","NA","NA","NA"
"Simpson","Nicole Brown",5,"1959-05-19","5","19","Taurus"
"Simpson","O J",43,"1947-07-09","7","9","Cancer"
"Sinatra","Frank",33,"1915-12-12","12","12","Sagittarius"
"Singer","Isaac Bashevis",6,"1902-11-21","11","21","Scorpio"
"Singer","Peter",6,"1946-07-06","7","6","Cancer"
"Singh","Manmohan",57,"1932-09-26","9","26","Libra"
"Singh","Vijay",68,"1963-02-22","2","22","Pisces"
"Singleton","John",4,"1968-01-06","1","6","Capricorn"
"Sinise","Gary",4,"1955-03-17","3","17","Pisces"
"Sinopoli","Giuseppe",0,"1946-11-02","11","2","Scorpio"
"Sires","Albio",3,"1951-01-26","1","26","Aquarius"
"Sis","Peter",3,"1949-05-11","5","11","Taurus"
"Sistani","Ali Al-",18,"1930-08-04","8","4","Leo"
"Sittenfeld","Curtis",15,"1975-01-01","1","1","Capricorn"
"Skakel","Michael",5,"NA","NA","NA","NA"
"Skelos","Dean G",26,"1948-02-16","2","16","Aquarius"
"Skilling","Jeffrey K",79,"1953-11-25","11","25","Sagittarius"
"Slaney","Mary Decker",0,"1958-08-04","8","4","Leo"
"Slatalla","Michelle",4,"1961-01-01","1","1","Capricorn"
"Slater","Christian",12,"1969-08-18","8","18","Leo"
"Slater","Lauren",1,"1963-03-21","3","21","Aries"
"Slater","Rodney E",0,"1955-02-23","2","23","Pisces"
"Slatkin","Leonard",9,"1944-09-01","9","1","Virgo"
"Slaughter","Louise M",6,"1929-08-14","8","14","Leo"
"Slepian","Barnett A",1,"1946-10-21","10","21","Libra"
"Slim Helu","Carlos",11,"1940-01-28","1","28","Aquarius"
"Slutskaya","Irina",7,"1979-02-09","2","9","Aquarius"
"Smale","Alison",0,"NA","NA","NA","NA"
"Small","Lawrence M",10,"NA","NA","NA","NA"
"Smaltz","Donald C",0,"NA","NA","NA","NA"
"Smart","Elizabeth Ann",5,"1987-11-03","11","3","Scorpio"
"Smiley","Jane",6,"1949-09-26","9","26","Libra"
"Smith","Anna Deavere",8,"1950-09-18","9","18","Virgo"
"Smith","Anna Nicole",31,"1967-11-28","11","28","Sagittarius"
"Smith","Craig S",1,"NA","NA","NA","NA"
"Smith","Emmitt",4,"1969-05-15","5","15","Taurus"
"Smith","Gordon H",4,"NA","NA","NA","NA"
"Smith","Kevin",12,"1970-08-02","8","2","Leo"
"Smith","Kiki",13,"1954-01-18","1","18","Capricorn"
"Smith","Maggie",2,"1934-12-28","12","28","Capricorn"
"Smith","Ozzie",0,"1954-12-26","12","26","Capricorn"
"Smith","Patti",19,"1946-12-30","12","30","Capricorn"
"Smith","Raymond W",1,"NA","NA","NA","NA"
"Smith","Richard Norton",1,"1953-01-01","1","1","Capricorn"
"Smith","Roberta",5,"NA","NA","NA","NA"
"Smith","Tubby",7,"1951-06-30","6","30","Cancer"
"Smith","Will",27,"1968-09-25","9","25","Libra"
"Smits","Jimmy",9,"1955-07-09","7","9","Cancer"
"Smoltz","John",19,"1967-05-15","5","15","Taurus"
"Snipes","Wesley",12,"1962-07-31","7","31","Leo"
"Snow","John W",24,"1939-08-02","8","2","Leo"
"Snow","Tony",32,"1955-06-01","6","1","Gemini"
"Snowe","Olympia J",21,"1947-02-21","2","21","Pisces"
"Snyder","Leslie Crocker",24,"1942-01-01","1","1","Capricorn"
"Soderbergh","Steven",29,"1963-01-14","1","14","Capricorn"
"Sojo","Luis",1,"1966-01-03","1","3","Capricorn"
"Solana","Javier",12,"1942-07-14","7","14","Cancer"
"Solomon","Andrew",2,"1963-10-30","10","30","Scorpio"
"Solondz","Todd",11,"1959-10-15","10","15","Libra"
"Solti","Georg",2,"1912-10-21","10","21","Libra"
"Solzhenitsyn","Aleksandr I",11,"1918-12-11","12","11","Sagittarius"
"Sondheim","Stephen",63,"1930-03-22","3","22","Aries"
"Sontag","Susan",20,"1933-01-16","1","16","Capricorn"
"Sorel","Edward",2,"1929-03-26","3","26","Aries"
"Sorensen","Theodore C",4,"1928-05-08","5","8","Taurus"
"Sorenstam","Annika",75,"1970-10-09","10","9","Libra"
"Soriano","Alfonso",22,"1976-01-07","1","7","Capricorn"
"Sorkin","Aaron",16,"1961-06-09","6","9","Gemini"
"Sorkin","Andrew Ross",4,"1977-02-19","2","19","Pisces"
"Soros","George",28,"1930-08-12","8","12","Leo"
"Sorrell","Martin",3,"1945-02-14","2","14","Aquarius"
"Sorvino","Mira",4,"1967-09-28","9","28","Libra"
"Sosa","Sammy",38,"1968-11-12","11","12","Scorpio"
"Sotomayor","Javier",0,"1967-10-13","10","13","Libra"
"Sotomayor","Sonia",125,"1954-06-25","6","25","Cancer"
"Souter","David H",35,"1939-09-17","9","17","Virgo"
"Soyinka","Wole",2,"1934-07-13","7","13","Cancer"
"Spacek","Sissy",4,"1949-12-25","12","25","Capricorn"
"Spacey","Kevin",20,"1959-07-26","7","26","Leo"
"Spade","Kate",4,"1962-12-24","12","24","Capricorn"
"Spano","Andrew J",24,"1936-04-17","4","17","Aries"
"Spano","Nicholas A",39,"1953-01-01","1","1","Capricorn"
"Spano","Robert",6,"1961-05-07","5","7","Taurus"
"Spark","Muriel",9,"1918-02-01","2","1","Aquarius"
"Sparks","Phillippi",0,"1969-04-15","4","15","Aries"
"Spears","Britney",47,"1981-12-02","12","2","Sagittarius"
"Specter","Arlen",139,"1930-02-12","2","12","Aquarius"
"Specter","Michael",2,"1955-01-01","1","1","Capricorn"
"Spector","Phil",14,"1939-12-26","12","26","Capricorn"
"Spellings","Margaret",53,"1957-11-30","11","30","Sagittarius"
"Spencer","Shane",0,"1972-02-20","2","20","Pisces"
"Sperling","Gene",3,"1958-12-24","12","24","Capricorn"
"Speyer","Jerry I",4,"1940-06-23","6","23","Cancer"
"Spiegelman","Art",10,"1948-02-15","2","15","Aquarius"
"Spielberg","Steven",73,"1946-12-18","12","18","Sagittarius"
"Spirlea","Irina",0,"1974-03-26","3","26","Aries"
"Spitz","Mark",11,"1950-02-10","2","10","Aquarius"
"Spitzer","Eliot L",803,"1959-06-10","6","10","Gemini"
"Spock","Benjamin",1,"1903-05-02","5","2","Taurus"
"Sprewell","Latrell",8,"1970-09-08","9","8","Virgo"
"Springer","Jerry",6,"1944-08-13","8","13","Leo"
"Springsteen","Bruce",60,"1949-09-23","9","23","Virgo"
"Sprizzo","John E",1,"1934-12-23","12","23","Capricorn"
"Spurrier","Steve",17,"1945-04-20","4","20","Aries"
"St John","Warren",0,"NA","NA","NA","NA"
"Stalin","Joseph",51,"1878-12-18","12","18","Sagittarius"
"Stallone","Sylvester",12,"1946-07-06","7","6","Cancer"
"Stanford","Robert Allen",21,"1950-03-24","3","24","Aries"
"Stanley","Alessandra",7,"0003-01-01","1","1","Capricorn"
"Stanton","Mike",5,"NA","NA","NA","NA"
"Staples","Brent",6,"1951-01-01","1","1","Capricorn"
"Stapleton","Jean",0,"1923-01-19","1","19","Capricorn"
"Starck","Philippe",19,"1949-01-18","1","18","Capricorn"
"Starr","Kenneth W",2,"1946-07-21","7","21","Cancer"
"Starr","Ringo",4,"1940-07-07","7","7","Cancer"
"Steel","Ronald",0,"1931-03-25","3","25","Aries"
"Steenburgen","Mary",3,"1953-02-08","2","8","Aquarius"
"Steichen","Edward",7,"1879-03-27","3","27","Aries"
"Stein","Ben",7,"1944-11-25","11","25","Sagittarius"
"Stein","Gertrude",6,"1874-02-03","2","3","Aquarius"
"Steinbeck","John",14,"1902-02-27","2","27","Pisces"
"Steinberg","Jacques",0,"NA","NA","NA","NA"
"Steinberg","Joel B",2,"1941-05-25","5","25","Gemini"
"Steinem","Gloria",4,"1934-03-25","3","25","Aries"
"Steinfels","Peter",1,"1941-01-01","1","1","Capricorn"
"Steinhardt","Michael H",3,"1940-12-07","12","7","Sagittarius"
"Stella","Frank",6,"1936-05-12","5","12","Taurus"
"Stepashin","Sergei V",0,"1952-03-02","3","2","Pisces"
"Stephanopoulos","George",20,"1961-02-10","2","10","Aquarius"
"Stern","David",97,"1942-09-22","9","22","Virgo"
"Stern","Fritz",2,"1926-02-02","2","2","Aquarius"
"Stern","Gerald",0,"1925-02-22","2","22","Pisces"
"Stern","Henry J",4,"1935-05-01","5","1","Taurus"
"Stern","Howard",38,"1954-01-12","1","12","Capricorn"
"Stern","Isaac",2,"1920-07-21","7","21","Cancer"
"Stern","Robert A M",10,"1939-05-23","5","23","Gemini"
"Sternberg","Robert J",1,"1949-12-08","12","8","Sagittarius"
"Stevens","John Paul",40,"1920-04-20","4","20","Aries"
"Stevens","Scott",4,"1964-04-01","4","1","Aries"
"Stevens","Ted",73,"1923-11-18","11","18","Scorpio"
"Stevenson","Alexandra",0,"1980-12-15","12","15","Sagittarius"
"Stewart","James B",4,"1952-01-01","1","1","Capricorn"
"Stewart","Jon",81,"1962-11-28","11","28","Sagittarius"
"Stewart","Kordell",0,"1972-10-16","10","16","Libra"
"Stewart","Lynne F",49,"1939-10-08","10","8","Libra"
"Stewart","Martha",98,"1941-08-03","8","3","Leo"
"Stewart","Patrick",10,"1940-07-13","7","13","Cancer"
"Stewart","Payne",2,"1957-01-30","1","30","Aquarius"
"Stewart","Tony",71,"1971-05-20","5","20","Taurus"
"Stieglitz","Alfred",6,"1864-01-01","1","1","Capricorn"
"Stiglitz","Joseph E",13,"1943-02-09","2","9","Aquarius"
"Stiller","Ben",24,"1965-11-30","11","30","Sagittarius"
"Stockton","John",2,"1962-03-26","3","26","Aries"
"Stoiber","Edmund",0,"1941-09-28","9","28","Libra"
"Stoltzman","Richard",3,"1942-07-12","7","12","Cancer"
"Stone","Edward Durell",9,"1902-03-09","3","9","Pisces"
"Stone","Matt",15,"1971-05-26","5","26","Gemini"
"Stone","Oliver",23,"1946-09-15","9","15","Virgo"
"Stone","Peter",2,"1930-02-27","2","27","Pisces"
"Stone","Robert",8,"NA","NA","NA","NA"
"Stone","Sharon",10,"1958-03-10","3","10","Pisces"
"Stonecipher","Harry C",6,"1936-05-16","5","16","Taurus"
"Stoops","Bob",11,"1960-09-06","9","6","Virgo"
"Stoppard","Tom",41,"1937-07-03","7","3","Cancer"
"Stottlemyre","Mel",13,"1941-11-13","11","13","Scorpio"
"Stowe","Harriet Beecher",9,"1811-06-14","6","14","Gemini"
"Strahan","Michael",75,"1971-11-21","11","21","Scorpio"
"Strathairn","David",13,"1949-01-26","1","26","Aquarius"
"Strauss","Neil",5,"1969-03-09","3","9","Pisces"
"Strauss","Richard",10,"1864-06-11","6","11","Gemini"
"Strauss-Kahn","Dominique",13,"1949-04-25","4","25","Taurus"
"Stravinsky","Igor",34,"1882-06-17","6","17","Gemini"
"Straw","Jack",9,"1946-08-03","8","3","Leo"
"Strawberry","Darryl",11,"1962-03-12","3","12","Pisces"
"Streep","Meryl",40,"1949-06-22","6","22","Cancer"
"Street","John F",5,"1943-10-15","10","15","Libra"
"Street","Picabo",4,"1971-04-03","4","3","Aries"
"Streisand","Barbra",16,"1942-04-24","4","24","Taurus"
"Strindberg","August",5,"1849-01-22","1","22","Aquarius"
"Stringer","C Vivian",36,"1948-03-16","3","16","Pisces"
"Stringer","Howard",25,"1942-02-19","2","19","Pisces"
"Stringer","Korey",1,"1974-05-08","5","8","Taurus"
"Stringer","Scott M",15,"1960-04-29","4","29","Taurus"
"Stritch","Elaine",14,"1925-02-02","2","2","Aquarius"
"Strom","Stephanie",4,"NA","NA","NA","NA"
"Stroman","Susan",11,"1954-10-17","10","17","Libra"
"Stronach","Frank",5,"1932-09-06","9","6","Virgo"
"Strouse","Jean",1,"1945-01-01","1","1","Capricorn"
"Strum","Charles",0,"1948-01-01","1","1","Capricorn"
"Strunsky","Steve",0,"1923-01-01","1","1","Capricorn"
"Sturges","Preston",2,"1898-08-29","8","29","Virgo"
"Styne","Jule",6,"1905-12-31","12","31","Capricorn"
"Styron","William",12,"1925-06-11","6","11","Gemini"
"Suharto","NA",12,"1921-06-08","6","8","Gemini"
"Sui","Anna",14,"1964-08-04","8","4","Leo"
"Sukarnoputri","Megawati",5,"1947-01-23","1","23","Aquarius"
"Sullivan","Andrew",8,"1963-08-10","8","10","Leo"
"Sullivan","Arthur S",1,"1842-05-13","5","13","Taurus"
"Sullivan","Daniel",16,"1940-06-10","6","10","Gemini"
"Sullivan","Emmet G",9,"1947-01-01","1","1","Capricorn"
"Sullivan","Kathleen M",2,"1955-08-20","8","20","Leo"
"Sulzberger","Arthur Ochs",4,"1926-02-05","2","5","Aquarius"
"Summerall","Pat",3,"1930-05-10","5","10","Taurus"
"Summers","Lawrence H",82,"1954-11-30","11","30","Sagittarius"
"Sunstein","Cass R",9,"1954-09-21","9","21","Virgo"
"Sununu","John E",5,"1964-09-10","9","10","Virgo"
"Suozzi","Thomas R",136,"1962-08-31","8","31","Virgo"
"Suskind","Ron",10,"1959-11-20","11","20","Scorpio"
"Sutherland","Donald",6,"1935-07-17","7","17","Cancer"
"Sutherland","Joan",3,"1926-11-07","11","7","Scorpio"
"Sutherland","Kiefer",23,"1966-12-21","12","21","Sagittarius"
"Sutton","Hal",5,"1958-04-28","4","28","Taurus"
"Suzuki","Ichiro",31,"1973-10-22","10","22","Libra"
"Swados","Elizabeth",7,"1951-02-05","2","5","Aquarius"
"Swank","Hilary",21,"1974-07-12","7","12","Cancer"
"Sweet","Robert W",3,"1922-10-15","10","15","Libra"
"Swenson","Ruth Ann",5,"1959-08-25","8","25","Virgo"
"Swinton","Tilda",13,"1960-11-05","11","5","Scorpio"
"Switzer","Barry",0,"1937-10-05","10","5","Libra"
"Symington","Fife",0,"1945-08-12","8","12","Leo"
"Taft","Bob",4,"1942-01-08","1","8","Capricorn"
"Talabani","Jalal",44,"1933-11-12","11","12","Scorpio"
"Talbott","Strobe",2,"1946-04-25","4","25","Taurus"
"Talese","Gay",8,"1932-02-07","2","7","Aquarius"
"Tan Dun","NA",10,"1957-08-15","8","15","Leo"
"Tan","Amy",4,"1952-02-19","2","19","Pisces"
"Tancredo","Tom",15,"1945-12-20","12","20","Sagittarius"
"Tandy","Jessica",0,"1909-06-07","6","7","Gemini"
"Tankleff","Martin",27,"1971-08-29","8","29","Virgo"
"Tarantino","Quentin",29,"1963-03-27","3","27","Aries"
"Tarkanian","Jerry",1,"1930-08-08","8","8","Leo"
"Tarses","Jamie",0,"1964-03-16","3","16","Pisces"
"Tartikoff","Brandon",0,"1949-01-13","1","13","Capricorn"
"Taruskin","Richard",0,"1945-01-01","1","1","Capricorn"
"Tate","Lionel",8,"1987-01-30","1","30","Aquarius"
"Taubman","A Alfred",2,"1924-01-31","1","31","Aquarius"
"Taurasi","Diana",10,"1982-06-11","6","11","Gemini"
"Tauziat","Nathalie",0,"1967-10-17","10","17","Libra"
"Tauzin","Billy",9,"1943-06-14","6","14","Gemini"
"Tavernise","Sabrina",3,"1971-02-24","2","24","Pisces"
"Taylor","Elizabeth",8,"1932-02-27","2","27","Pisces"
"Taylor","James",8,"1948-03-12","3","12","Pisces"
"Taylor","Lawrence",8,"1959-02-04","2","4","Aquarius"
"Taylor","Sean",15,"1983-04-01","4","1","Aries"
"Taylor","Stuart Jr",1,"NA","NA","NA","NA"
"Taymor","Julie",27,"1952-12-15","12","15","Sagittarius"
"Tchaikovsky","Peter Ilyich",24,"1840-05-07","5","7","Taurus"
"Teachout","Terry",7,"1956-02-06","2","6","Aquarius"
"Tebow","Tim",48,"1987-08-14","8","14","Leo"
"Teixeira","Mark",44,"1980-04-11","4","11","Aries"
"Telfair","Sebastian",3,"1985-06-09","6","9","Gemini"
"Teller","Edward",4,"1908-01-15","1","15","Capricorn"
"Temirkanov","Yuri",6,"1938-12-10","12","10","Sagittarius"
"Tenet","George J",44,"1953-01-05","1","5","Capricorn"
"Teresa (Mother)","NA",7,"1910-08-27","8","27","Virgo"
"Terfel","Bryn",9,"1965-11-09","11","9","Scorpio"
"Tergat","Paul",12,"1969-06-17","6","17","Gemini"
"Terkel","Studs",7,"1912-05-16","5","16","Taurus"
"Testaverde","Vinny",16,"1963-11-13","11","13","Scorpio"
"Tetzlaff","Christian",12,"1966-04-24","4","24","Taurus"
"Thain","John A",23,"1955-05-26","5","26","Gemini"
"Thaksin Shinawatra","NA",84,"1949-07-26","7","26","Leo"
"Tharoor","Shashi",4,"1958-03-09","3","9","Pisces"
"Tharp","Twyla",56,"1941-07-01","7","1","Cancer"
"Thatcher","Margaret H",20,"1925-10-13","10","13","Libra"
"Thernstrom","Abigail",0,"NA","NA","NA","NA"
"Theron","Charlize",14,"1975-08-07","8","7","Leo"
"Theroux","Paul",10,"1941-04-10","4","10","Aries"
"Thibaudet","Jean-Yves",5,"1961-09-07","9","7","Virgo"
"Thomas","Clarence",49,"1948-06-23","6","23","Cancer"
"Thomas","Isiah",303,"1961-04-20","4","20","Aries"
"Thomas","Michael Tilson",15,"1944-12-21","12","21","Sagittarius"
"Thomason","Harry",0,"1940-01-01","1","1","Capricorn"
"Thome","Jim",8,"1970-08-27","8","27","Virgo"
"Thompson","Emma",10,"1959-04-15","4","15","Aries"
"Thompson","Fred Dalton",102,"1942-08-19","8","19","Leo"
"Thompson","Hunter S",20,"1937-07-18","7","18","Cancer"
"Thompson","Jenny",0,"1973-02-26","2","26","Pisces"
"Thompson","Tommy G",10,"1941-11-19","11","19","Scorpio"
"Thomson","Virgil",4,"1896-11-25","11","25","Sagittarius"
"Thoreau","Henry David",9,"1817-07-12","7","12","Cancer"
"Thorn","Rod",9,"1941-05-23","5","23","Gemini"
"Thornton","Billy Bob",6,"1955-08-04","8","4","Leo"
"Thorpe","Ian",5,"1982-10-13","10","13","Libra"
"Thurber","James",2,"1894-12-08","12","8","Sagittarius"
"Thurman","Uma",24,"1970-04-29","4","29","Taurus"
"Thurmond","Strom",10,"1902-12-05","12","5","Sagittarius"
"Thurow","Lester C",0,"1938-01-01","1","1","Capricorn"
"Tietmeyer","Hans",0,"1931-08-18","8","18","Leo"
"Tiffany","Louis Comfort",7,"1848-02-18","2","18","Aquarius"
"Tilghman","Shirley M",1,"1946-09-17","9","17","Virgo"
"Tiller","George R",27,"1941-08-08","8","8","Leo"
"Tillman","Pat",32,"1976-11-06","11","6","Scorpio"
"Tilton","Glenn F",11,"1948-01-01","1","1","Capricorn"
"Timberlake","Justin",32,"1981-01-31","1","31","Aquarius"
